Year,Source,Value,Growth (%)
2011-09-01 00:00:00,Unnamed: 1,183.603,-3.1042034989577028
2011-10-01 00:00:00,Unnamed: 1,182.755,-0.4618660915126749
2011-11-01 00:00:00,Unnamed: 1,183.367,0.33487455883560724
2011-12-01 00:00:00,Unnamed: 1,193.623,5.593154711589321
2012-01-01 00:00:00,Unnamed: 1,184.808,-4.552661615613851
2012-02-01 00:00:00,Unnamed: 1,173.569,-6.081446690619452
2012-03-01 00:00:00,Unnamed: 1,177.467,2.245792739486907
2012-04-01 00:00:00,Unnamed: 1,168.214,-5.2139270963052375
2012-05-01 00:00:00,Unnamed: 1,177.251,5.372323350018426
2012-06-01 00:00:00,Unnamed: 1,176.385,-0.4885727019875885
2012-07-01 00:00:00,Unnamed: 1,183.79,4.1982027950222545
2012-08-01 00:00:00,Unnamed: 1,185.197,0.7655476358887858
2012-09-01 00:00:00,Unnamed: 1,179.203,-3.2365535078861973
2012-10-01 00:00:00,Unnamed: 1,180.24,0.5786733481024431
2012-11-01 00:00:00,Unnamed: 1,178.719,-0.8438748335552693
2012-12-01 00:00:00,Unnamed: 1,186.371,4.2815817008823975
2013-01-01 00:00:00,Unnamed: 1,199.658,7.129328060696127
2013-02-01 00:00:00,Unnamed: 1,179.53,-10.081238918550717
2013-03-01 00:00:00,Unnamed: 1,195.918,9.1282793962012
2013-04-01 00:00:00,Unnamed: 1,185.361,-5.38847885339786
2013-05-01 00:00:00,Unnamed: 1,193.12,4.18588591990765
2013-06-01 00:00:00,Unnamed: 1,192.995,-0.0647265948632958
2013-07-01 00:00:00,Unnamed: 1,204.781,6.1068939609834505
2013-08-01 00:00:00,Unnamed: 1,202.372,-1.1763786679428234
2013-09-01 00:00:00,Unnamed: 1,190.5,-5.866424208882659
2013-10-01 00:00:00,Unnamed: 1,195.16,2.4461942257217872
2013-11-01 00:00:00,Unnamed: 1,195.075,-0.043554006968649084
2013-12-01 00:00:00,Unnamed: 1,203.786,4.465462001794185
2014-01-01 00:00:00,Unnamed: 1,204.218,0.21198708449059467
2014-02-01 00:00:00,Unnamed: 1,185.541,-9.145618897452723
2014-03-01 00:00:00,Unnamed: 1,203.51,9.684651909820463
2014-04-01 00:00:00,Unnamed: 1,192.673,-5.325045452311916
2014-05-01 00:00:00,Unnamed: 1,195.933,1.691985903577553
2014-06-01 00:00:00,Unnamed: 1,200.088,2.1206228659796933
2014-07-01 00:00:00,Unnamed: 1,206.439,3.174103394506411
2014-08-01 00:00:00,Unnamed: 1,207.694,0.6079277655869353
2014-09-01 00:00:00,Unnamed: 1,195.605,-5.820582202663537
2014-10-01 00:00:00,Unnamed: 1,200.241,2.37008256435165
2014-11-01 00:00:00,Unnamed: 1,198.406,-0.9163957431295278
2014-12-01 00:00:00,Unnamed: 1,207.843,4.756408576353532
2015-01-01 00:00:00,Unnamed: 1,201.691,-2.95992648297031
2015-02-01 00:00:00,Unnamed: 1,182.071,-9.727751858040268
2015-03-01 00:00:00,Unnamed: 1,192.096,5.506093776603627
2015-04-01 00:00:00,Unnamed: 1,186.985,-2.6606488422455388
2015-05-01 00:00:00,Unnamed: 1,192.617,3.012006310666626
2015-06-01 00:00:00,Unnamed: 1,189.831,-1.4463936205007855
2015-07-01 00:00:00,Unnamed: 1,198.543,4.589345259731026
2015-08-01 00:00:00,Unnamed: 1,199.379,0.4210674765667832
2015-09-01 00:00:00,Unnamed: 1,189.132,-5.1394580171432285
2015-10-01 00:00:00,Unnamed: 1,187.289,-0.9744517056870405
2015-11-01 00:00:00,Unnamed: 1,188.795,0.8041048860317535
2015-12-01 00:00:00,Unnamed: 1,196.949,4.318970311713777
2016-01-01 00:00:00,Unnamed: 1,196.373,-0.292461500185337
2016-02-01 00:00:00,Unnamed: 1,186.792,-4.878980307883463
2016-03-01 00:00:00,Unnamed: 1,190.619,2.048802946592998
2016-04-01 00:00:00,Unnamed: 1,177.9,-6.67247231388266
2016-05-01 00:00:00,Unnamed: 1,186.887,5.051714446318156
2016-06-01 00:00:00,Unnamed: 1,190.065,1.7004928111639561
2016-07-01 00:00:00,Unnamed: 1,192.222,1.1348749112146006
2016-08-01 00:00:00,Unnamed: 1,195.868,1.8967651985724698
2016-09-01 00:00:00,Unnamed: 1,185.531,-5.277533849327087
2016-10-01 00:00:00,Unnamed: 1,185.19,-0.1837967778969607
2016-11-01 00:00:00,Unnamed: 1,187.092,1.0270532966142998
2016-12-01 00:00:00,Unnamed: 1,214.994,14.913518482885424
2017-01-01 00:00:00,Unnamed: 1,193.059,-10.20261030540387
2017-02-01 00:00:00,Unnamed: 1,174.829,-9.442709223605217
2017-03-01 00:00:00,Unnamed: 1,192.369,10.032660485388579
